AircraftId,Date,DayOfTheWeek,AircraftType,Origin,Destination,DepartureAEST,DepartureHour,ArrivalAEST,Duration
FD467,15/07/2022,Friday,BE20,Roma (RMA / YROM),Toowoomba (YTWB),3:01 PM,15,3:51 PM,50
FD467,15/07/2022,Friday,BE20,Saint George (SGO / YSGE),Toowoomba (YTWB),11:46 AM,11,12:36 PM,50
FD493,6/07/2022,Wednesday,BE20,Windorah (WNR / YWDH),Birdsville (BVI / YBDV),6:23 AM,6,7:13 AM,50
FD530,17/07/2022,Sunday,PC12,Ceduna (CED / YCDU),Whyalla (WYA / YWHA),8:22 PM,20,9:12 PM,50
FD607,8/07/2022,Friday,PC12,Broome Int'l (BME / YBRM),One Arm Point (YOAP),4:44 PM,16,5:34 PM,50
FD608,15/07/2022,Friday,PC12,Christmas Creek (CKW / YCHK),Port Hedland Int'l (PHE / YPPD),4:31 PM,16,5:21 PM,50
FD608,11/07/2022,Monday,PC12,Paraburdoo (YPBO),Port Hedland Int'l (PHE / YPPD),8:07 PM,20,8:57 PM,50
FD608,16/07/2022,Saturday,PC12,West Angelas (WLP / YANG),Port Hedland Int'l (PHE / YPPD),8:45 PM,20,9:35 PM,50
AM273,9/07/2022,Saturday,B350,Sydney (SYD / YSSY),Kempsey (KPS / YKMP),8:50 PM,20,9:41 PM,51
FD211,13/07/2022,Wednesday,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),3:26 PM,15,4:17 PM,51
FD213,12/07/2022,Tuesday,BE20,Sydney (SYD / YSSY),Dubbo (DBO / YSDU),4:16 PM,16,5:07 PM,51
FD416,4/07/2022,Monday,BE20,Mount Isa (ISA / YBMA),Winton (WIN / YWTN),11:14 AM,11,12:05 PM,51
FD423,11/07/2022,Monday,B350,Normanton (YNTN),Mount Isa (ISA / YBMA),10:22 AM,10,11:13 AM,51
FD423,13/07/2022,Wednesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Moranbah (MOV / YMRB),7:33 PM,19,8:24 PM,51
FD425,11/07/2022,Monday,BE20,Wondai (WDI / YWND),Rockhampton (ROK / YBRK),1:15 PM,13,2:06 PM,51
FD480,7/07/2022,Thursday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),3:44 PM,15,4:35 PM,51
FD480,7/07/2022,Thursday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),9:45 PM,21,10:36 PM,51
FD480,8/07/2022,Friday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),6:58 PM,18,7:49 PM,51
FD480,6/07/2022,Wednesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),7:52 AM,7,8:43 AM,51
FD493,5/07/2022,Tuesday,BE20,Charleville (CTL / YBCV),Jundah (JUN / YJDA),7:25 AM,7,8:16 AM,51
FD493,8/07/2022,Friday,BE20,Goondiwindi (GOO / YGDI),Brisbane (BNE / YBBN),11:06 PM,23,11:57 PM,51
FD493,13/07/2022,Wednesday,BE20,Stonehenge (YSTO),Charleville (CTL / YBCV),4:30 PM,16,5:21 PM,51
FD534,17/07/2022,Sunday,PC12,Ceduna (CED / YCDU),Whyalla (WYA / YWHA),8:22 PM,20,9:13 PM,51
FD596,5/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Millicent (MLR / YMCT),4:40 PM,16,5:31 PM,51
FD602,11/07/2022,Monday,PC12,Morawa (MWB / YMRW),Jandakot (JAD / YPJT),7:51 PM,19,8:42 PM,51
FD608,15/07/2022,Friday,PC12,Paraburdoo (YPBO),Port Hedland Int'l (PHE / YPPD),11:12 PM,23,12:03 AM,51
FD608,16/07/2022,Saturday,PC12,Warrawagine Stn (WRW / YWWG),West Angelas (WLP / YANG),7:06 PM,19,7:57 PM,51
FD619,12/07/2022,Tuesday,PC12,Meekatharra (MKR / YMEK),Newman (ZNE / YNWN),6:24 PM,18,7:15 PM,51
FD619,12/07/2022,Tuesday,PC12,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),12:07 PM,12,12:58 PM,51
FD629,17/07/2022,Sunday,PC12,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),9:59 PM,21,10:50 PM,51
FD630J,6/07/2022,Wednesday,PC24,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),12:14 PM,12,1:05 PM,51
AM273,8/07/2022,Friday,B350,Sydney (SYD / YSSY),Merimbula (MIM / YMER),4:37 PM,16,5:29 PM,52
FD423,11/07/2022,Monday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),12:15 AM,0,1:07 AM,52
FD423,5/07/2022,Tuesday,B350,Richmond (RCM / YRMD),Townsville Int'l / RAAF (TSV / YBTL),3:53 PM,15,4:45 PM,52
FD423,15/07/2022,Friday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),9:19 AM,9,10:11 AM,52
FD423,18/07/2022,Monday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),12:32 PM,12,1:24 PM,52
FD427,9/07/2022,Saturday,B350,Goondiwindi (GOO / YGDI),Brisbane (BNE / YBBN),9:33 PM,21,10:25 PM,52
FD427,17/07/2022,Sunday,B350,Thangool (THG / YTNG),Brisbane (BNE / YBBN),11:24 AM,11,12:16 PM,52
FD449,11/07/2022,Monday,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),11:33 AM,11,12:25 PM,52
FD456,3/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),8:35 PM,20,9:27 PM,52
FD478,3/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:23 PM,23,12:15 AM,52
FD478,5/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),3:52 PM,15,4:44 PM,52
FD478,17/07/2022,Sunday,BE20,Rockhampton (ROK / YBRK),Kingaroy (KGY / YKRY),8:29 PM,20,9:21 PM,52
FD489,15/07/2022,Friday,BE20,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),1:23 PM,13,2:15 PM,52
FD530,15/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Wilpena Pound (YHAW),2:43 PM,14,3:35 PM,52
FD534,11/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),12:42 AM,0,1:34 AM,52
FD534,15/07/2022,Friday,PC12,Wudinna (YWUD),Adelaide Int'l (ADL / YPAD),5:03 AM,5,5:55 AM,52
FD538,18/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Millicent (MLR / YMCT),11:33 AM,11,12:25 PM,52
FD543,8/07/2022,Friday,PC12,Port Augusta (PUG / YPAG),Prominent Hill Mine (YPMH),10:27 AM,10,11:19 AM,52
FD607,12/07/2022,Tuesday,PC12,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),6:00 PM,18,6:52 PM,52
FD629,16/07/2022,Saturday,PC12,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),9:33 AM,9,10:25 AM,52
FD630J,17/07/2022,Sunday,PC24,Albany (ALH / YABA),Kalgoorlie-Boulder (KGI / YPKG),4:40 PM,16,5:32 PM,52
FD874,15/07/2022,Friday,PC12,Darwin Int'l / RAAF (DRW / YPDN),Maningrida (MNG / YMGD),3:45 PM,15,4:37 PM,52
AM273,8/07/2022,Friday,B350,Moree (MRZ / YMOR),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),9:19 AM,9,10:12 AM,53
AM273,9/07/2022,Saturday,B350,Sydney (SYD / YSSY),Wagga Wagga (WGA / YSWG),7:45 AM,7,8:38 AM,53
FD416,5/07/2022,Tuesday,BE20,Bedourie (BEU / YBIE),Mount Isa (ISA / YBMA),5:25 PM,17,6:18 PM,53
FD456,9/07/2022,Saturday,BE20,Rockhampton (ROK / YBRK),Roma (RMA / YROM),7:49 AM,7,8:42 AM,53
FD478,4/07/2022,Monday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),12:16 PM,12,1:09 PM,53
FD489,15/07/2022,Friday,BE20,Kowanyama (KWM / YKOW),Cooktown (CTN / YCKN),9:10 PM,21,10:03 PM,53
FD538,17/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),8:11 AM,8,9:04 AM,53
FD596,12/07/2022,Tuesday,PC12,Naracoorte (NAC / YNRC),Renmark (RMK / YREN),12:11 PM,12,1:04 PM,53
FD601,16/07/2022,Saturday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),10:08 AM,10,11:01 AM,53
FD602,17/07/2022,Sunday,PC12,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),5:48 PM,17,6:41 PM,53
FD608,15/07/2022,Friday,PC12,Port Hedland Int'l (PHE / YPPD),Paraburdoo (YPBO),9:38 PM,21,10:31 PM,53
AM273,5/07/2022,Tuesday,B350,Sydney (SYD / YSSY),Port Macquarie (PQQ / YPMQ),11:41 AM,11,12:35 PM,54
FD211,11/07/2022,Monday,B350,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),8:10 AM,8,9:04 AM,54
FD213,17/07/2022,Sunday,BE20,Bankstown (BWU / YSBK),Dubbo (DBO / YSDU),1:17 PM,13,2:11 PM,54
FD416,17/07/2022,Sunday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),9:32 AM,9,10:26 AM,54
FD423,13/07/2022,Wednesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),7:59 AM,7,8:53 AM,54
FD423,17/07/2022,Sunday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),10:45 AM,10,11:39 AM,54
FD478,4/07/2022,Monday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),5:26 PM,17,6:20 PM,54
FD478,6/07/2022,Wednesday,BE20,Hervey Bay (HVB / YHBA),Rockhampton (ROK / YBRK),3:13 PM,15,4:07 PM,54
FD478,17/07/2022,Sunday,BE20,Thangool (THG / YTNG),Brisbane (BNE / YBBN),9:50 AM,9,10:44 AM,54
FD480,5/07/2022,Tuesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Hughenden (HGD / YHUG),9:46 PM,21,10:40 PM,54
FD480,6/07/2022,Wednesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),10:35 PM,22,11:29 PM,54
FD493,10/07/2022,Sunday,BE20,Mitchell (YMIT),Toowoomba (YTWB),9:59 AM,9,10:53 AM,54
FD580,18/07/2022,Monday,PC12,Mount Gambier (MGB / YMTG),Kingscote (KGC / YKSC),7:00 PM,19,7:54 PM,54
FD596,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),10:36 AM,10,11:30 AM,54
FD596,14/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),3:10 PM,15,4:04 PM,54
FD602,5/07/2022,Tuesday,PC12,Esperance (EPR / YESP),Kalgoorlie-Boulder (KGI / YPKG),11:38 AM,11,12:32 PM,54
FD607,9/07/2022,Saturday,PC12,Newman (ZNE / YNWN),Port Hedland Int'l (PHE / YPPD),4:14 PM,16,5:08 PM,54
FD608,13/07/2022,Wednesday,PC12,Port Hedland Int'l (PHE / YPPD),Paraburdoo (YPBO),10:51 AM,10,11:45 AM,54
FD617,8/07/2022,Friday,PC12,Jandakot (JAD / YPJT),Albany (ALH / YABA),2:57 PM,14,3:51 PM,54
FD629,14/07/2022,Thursday,PC12,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),6:01 PM,18,6:55 PM,54
FD629,5/07/2022,Tuesday,PC12,Jandakot (JAD / YPJT),Ravensthorpe (RVT / YNRV),5:39 AM,5,6:33 AM,54
AM273,11/07/2022,Monday,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),10:50 PM,22,11:45 PM,55
FD213,17/07/2022,Sunday,BE20,Dubbo (DBO / YSDU),Wagga Wagga (WGA / YSWG),9:34 AM,9,10:29 AM,55
FD416,11/07/2022,Monday,BE20,Mount Isa (ISA / YBMA),Bedourie (BEU / YBIE),8:05 AM,8,9:00 AM,55
FD416,3/07/2022,Sunday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),9:22 PM,21,10:17 PM,55
FD416,9/07/2022,Saturday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),1:18 AM,1,2:13 AM,55
FD416,9/07/2022,Saturday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),12:46 PM,12,1:41 PM,55
FD423,13/07/2022,Wednesday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),9:55 PM,21,10:50 PM,55
FD423,10/07/2022,Sunday,B350,Townsville Int'l / RAAF (TSV / YBTL),Moranbah (MOV / YMRB),8:19 PM,20,9:14 PM,55
FD425,16/07/2022,Saturday,BE20,Alpha (ABH / YAPH),Rockhampton (ROK / YBRK),9:58 PM,21,10:53 PM,55
FD449,17/07/2022,Sunday,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),5:54 PM,17,6:49 PM,55
FD456,15/07/2022,Friday,BE20,Rockhampton (ROK / YBRK),Kingaroy (KGY / YKRY),8:15 AM,8,9:10 AM,55
FD478,5/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),12:43 AM,0,1:38 AM,55
FD480,7/07/2022,Thursday,B350,Townsville Int'l / RAAF (TSV / YBTL),Dysart (DYA / YDYS),1:15 PM,13,2:10 PM,55
FD480,12/07/2022,Tuesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Clermont (CMQ / YCMT),10:24 AM,10,11:19 AM,55
FD534,15/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Wudinna (YWUD),3:38 AM,3,4:33 AM,55
FD596,8/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),9:54 AM,9,10:49 AM,55
FD596,8/07/2022,Friday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:41 AM,11,12:36 PM,55
FD602,4/07/2022,Monday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Merredin (YMDN),9:05 PM,21,10:00 PM,55
FD602,7/07/2022,Thursday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Wave Rock (YWRC),5:20 PM,17,6:15 PM,55
FD607,12/07/2022,Tuesday,PC12,Fitzroy Crossing (FIZ / YFTZ),Broome Int'l (BME / YBRM),8:58 PM,20,9:53 PM,55
FD629,12/07/2022,Tuesday,PC12,Jandakot (JAD / YPJT),Albany (ALH / YABA),12:16 AM,0,1:11 AM,55
FD856,15/07/2022,Friday,PC12,Hermannsburg (HMG / YHMB),Alice Springs (ASP / YBAS),10:11 AM,10,11:06 AM,55
FD213,16/07/2022,Saturday,BE20,Bankstown (BWU / YSBK),Dubbo (DBO / YSDU),5:52 PM,17,6:48 PM,56
FD248,16/07/2022,Saturday,BE20,Adelaide Int'l (ADL / YPAD),Broken Hill (BHQ / YBHI),6:38 PM,18,7:34 PM,56
FD427,14/07/2022,Thursday,B350,Brisbane (BNE / YBBN),Gladstone (GLT / YGLA),11:39 PM,23,12:35 AM,56
FD427,17/07/2022,Sunday,B350,Brisbane (BNE / YBBN),Rockhampton (ROK / YBRK),7:25 PM,19,8:21 PM,56
FD480,8/07/2022,Friday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),12:11 PM,12,1:07 PM,56
FD489,7/07/2022,Thursday,BE20,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),9:36 AM,9,10:32 AM,56
FD493,12/07/2022,Tuesday,BE20,Charleville (CTL / YBCV),Windorah (WNR / YWDH),7:27 AM,7,8:23 AM,56
FD534,8/07/2022,Friday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:36 PM,23,12:32 AM,56
FD534,11/07/2022,Monday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),12:58 PM,12,1:54 PM,56
FD543,7/07/2022,Thursday,PC12,Todmorden (YTDM),Mungeranie (MNE / YMUG),2:54 PM,14,3:50 PM,56
FD596,5/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),1:11 PM,13,2:07 PM,56
FD596,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),9:52 AM,9,10:48 AM,56
FD596,17/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Cowell (YCWL),6:16 PM,18,7:12 PM,56
FD596,13/07/2022,Wednesday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:37 AM,11,12:33 PM,56
FD629,14/07/2022,Thursday,PC12,Fitzroy Crossing (FIZ / YFTZ),Broome Int'l (BME / YBRM),9:45 PM,21,10:41 PM,56
FD629,17/07/2022,Sunday,PC12,Fitzroy Crossing (FIZ / YFTZ),Broome Int'l (BME / YBRM),11:12 PM,23,12:08 AM,56
FD629,5/07/2022,Tuesday,PC12,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),2:58 AM,2,3:54 AM,56
FD849,18/07/2022,Monday,PC12,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),5:22 PM,17,6:18 PM,56
FD853,18/07/2022,Monday,PC12,Kintore (YKNT),Alice Springs (ASP / YBAS),3:12 PM,15,4:08 PM,56
AM273,10/07/2022,Sunday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),6:44 PM,18,7:41 PM,57
FD278,12/07/2022,Tuesday,BE20,Adelaide Int'l (ADL / YPAD),Broken Hill (BHQ / YBHI),5:05 PM,17,6:02 PM,57
FD278,15/07/2022,Friday,BE20,Adelaide Int'l (ADL / YPAD),Broken Hill (BHQ / YBHI),5:43 AM,5,6:40 AM,57
FD416,11/07/2022,Monday,BE20,Bedourie (BEU / YBIE),Mount Isa (ISA / YBMA),9:42 AM,9,10:39 AM,57
FD416,10/07/2022,Sunday,BE20,Mount Isa (ISA / YBMA),Mornington Island (ONG / YMTI),8:53 PM,20,9:50 PM,57
FD416,11/07/2022,Monday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),10:17 PM,22,11:14 PM,57
FD425,16/07/2022,Saturday,BE20,Rockhampton (ROK / YBRK),Alpha (ABH / YAPH),6:58 PM,18,7:55 PM,57
FD449,5/07/2022,Tuesday,B350,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),7:48 PM,19,8:45 PM,57
FD449,8/07/2022,Friday,B350,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),11:40 AM,11,12:37 PM,57
FD489,12/07/2022,Tuesday,BE20,Croydon (YCRY),Cairns Int'l (CNS / YBCS),12:39 AM,0,1:36 AM,57
FD534,16/07/2022,Saturday,PC12,Adelaide Int'l (ADL / YPAD),Wudinna (YWUD),4:09 PM,16,5:06 PM,57
FD543,18/07/2022,Monday,PC12,Prominent Hill Mine (YPMH),Port Augusta (PUG / YPAG),1:56 PM,13,2:53 PM,57
FD607,5/07/2022,Tuesday,PC12,Mount Barnet (YBAN),Broome Int'l (BME / YBRM),5:49 PM,17,6:46 PM,57
FD629,16/07/2022,Saturday,PC12,Fitzroy Crossing (FIZ / YFTZ),Broome Int'l (BME / YBRM),10:45 AM,10,11:42 AM,57
FD630J,7/07/2022,Thursday,PC24,Carnarvon (CVQ / YCAR),Newman (ZNE / YNWN),10:35 PM,22,11:32 PM,57
FD856,8/07/2022,Friday,PC12,Tennant Creek (TCA / YTNK),Yuendumu (YUE / YYND),2:47 AM,2,3:44 AM,57
AM273,11/07/2022,Monday,B350,Coonabarabran (COJ / YCBB),Sydney (SYD / YSSY),1:19 AM,1,2:17 AM,58
AM273,6/07/2022,Wednesday,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),6:13 AM,6,7:11 AM,58
FD213,14/07/2022,Thursday,BE20,Dubbo (DBO / YSDU),Bankstown (BWU / YSBK),1:30 PM,13,2:28 PM,58
FD416,12/07/2022,Tuesday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),2:44 PM,14,3:42 PM,58
FD456,4/07/2022,Monday,BE20,Roma (RMA / YROM),Brisbane (BNE / YBBN),12:35 PM,12,1:33 PM,58
FD478,12/07/2022,Tuesday,BE20,Barcaldine (BCI / YBAR),Rockhampton (ROK / YBRK),9:26 PM,21,10:24 PM,58
FD480,10/07/2022,Sunday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),11:36 AM,11,12:34 PM,58
FD534,15/07/2022,Friday,PC12,Renmark (RMK / YREN),Mount Gambier (MGB / YMTG),10:36 AM,10,11:34 AM,58
FD543,8/07/2022,Friday,PC12,Prominent Hill Mine (YPMH),Port Augusta (PUG / YPAG),11:59 AM,11,12:57 PM,58
FD596,5/07/2022,Tuesday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),2:46 PM,14,3:44 PM,58
FD596,14/07/2022,Thursday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),5:59 PM,17,6:57 PM,58
FD602,5/07/2022,Tuesday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Merredin (YMDN),11:09 PM,23,12:07 AM,58
FD602,18/07/2022,Monday,PC12,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),2:55 PM,14,3:53 PM,58
FD608,7/07/2022,Thursday,PC12,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),6:08 PM,18,7:06 PM,58
FD617,5/07/2022,Tuesday,PC12,Meekatharra (MKR / YMEK),Newman (ZNE / YNWN),9:10 AM,9,10:08 AM,58
FD619,12/07/2022,Tuesday,PC12,Geraldton (GET / YGEL),Meekatharra (MKR / YMEK),1:51 PM,13,2:49 PM,58
FD874,15/07/2022,Friday,PC12,Maningrida (MNG / YMGD),Darwin Int'l / RAAF (DRW / YPDN),5:08 PM,17,6:06 PM,58
FD427,10/07/2022,Sunday,B350,Brisbane (BNE / YBBN),Gladstone (GLT / YGLA),8:30 PM,20,9:29 PM,59
FD467,13/07/2022,Wednesday,BE20,Brisbane (BNE / YBBN),Monto (YMTO),11:23 AM,11,12:22 PM,59
FD493,4/07/2022,Monday,BE20,Dirranbandi (DRN / YDBI),Wellcamp Airport (WTB / YBWW),9:37 PM,21,10:36 PM,59
FD534,8/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),7:35 PM,19,8:34 PM,59
FD596,7/07/2022,Thursday,PC12,Mount Gambier (MGB / YMTG),Adelaide Int'l (ADL / YPAD),11:20 AM,11,12:19 PM,59
FD596,11/07/2022,Monday,PC12,Port Augusta (PUG / YPAG),Prominent Hill Mine (YPMH),11:49 AM,11,12:48 PM,59
FD601,8/07/2022,Friday,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),12:02 PM,12,1:01 PM,59
FD608,15/07/2022,Friday,PC12,Port Hedland Int'l (PHE / YPPD),Paraburdoo (YPBO),12:56 AM,0,1:55 AM,59
FD619,9/07/2022,Saturday,PC12,Meekatharra (MKR / YMEK),Newman (ZNE / YNWN),12:38 PM,12,1:37 PM,59
FD629,12/07/2022,Tuesday,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),1:56 AM,1,2:55 AM,59
AM273,18/07/2022,Monday,B350,Coffs Harbour (YCFS),Sydney (SYD / YSSY),7:30 PM,19,8:30 PM,60
FD416,9/07/2022,Saturday,BE20,Mount Isa (ISA / YBMA),Mornington Island (ONG / YMTI),7:40 PM,19,8:40 PM,60
FD425,6/07/2022,Wednesday,BE20,Brisbane (BNE / YBBN),Monto (YMTO),1:49 PM,13,2:49 PM,60
FD449,6/07/2022,Wednesday,B350,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),1:59 PM,13,2:59 PM,60
FD480,5/07/2022,Tuesday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),8:48 AM,8,9:48 AM,60
FD480,12/07/2022,Tuesday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),1:00 PM,13,2:00 PM,60
FD534,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),4:39 PM,16,5:39 PM,60
FD619,5/07/2022,Tuesday,PC12,Geraldton (GET / YGEL),Meekatharra (MKR / YMEK),8:12 PM,20,9:12 PM,60
FD630J,12/07/2022,Tuesday,PC24,Broome Int'l (BME / YBRM),Karratha (KTA / YPKA),6:00 AM,6,7:00 AM,60
FD630J,12/07/2022,Tuesday,PC24,Esperance (EPR / YESP),Jandakot (JAD / YPJT),4:53 PM,16,5:53 PM,60
FD213,13/07/2022,Wednesday,BE20,Dubbo (DBO / YSDU),Sydney (SYD / YSSY),1:55 PM,13,2:56 PM,61
FD278,11/07/2022,Monday,BE20,Adelaide Int'l (ADL / YPAD),Broken Hill (BHQ / YBHI),6:33 PM,18,7:34 PM,61
FD416,9/07/2022,Saturday,BE20,Normanton (YNTN),Mount Isa (ISA / YBMA),10:16 PM,22,11:17 PM,61
FD449,4/07/2022,Monday,B350,Rockhampton (ROK / YBRK),Mackay (MKY / YBMK),10:33 AM,10,11:34 AM,61
FD480,6/07/2022,Wednesday,B350,Winton (WIN / YWTN),Townsville Int'l / RAAF (TSV / YBTL),8:35 PM,20,9:36 PM,61
FD489,5/07/2022,Tuesday,BE20,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),1:13 PM,13,2:14 PM,61
FD602,10/07/2022,Sunday,PC12,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),10:24 AM,10,11:25 AM,61
FD608,7/07/2022,Thursday,PC12,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),3:41 PM,15,4:42 PM,61
FD619,16/07/2022,Saturday,PC12,Albany (ALH / YABA),Jandakot (JAD / YPJT),3:09 PM,15,4:10 PM,61
FD629,17/07/2022,Sunday,PC12,Broome Int'l (BME / YBRM),Mornington Stn (YMNT),2:12 PM,14,3:13 PM,61
FD849,5/07/2022,Tuesday,PC12,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),9:31 PM,21,10:32 PM,61
FD849,10/07/2022,Sunday,PC12,Marla (YALA),Alice Springs (ASP / YBAS),11:17 AM,11,12:18 PM,61
FD853,18/07/2022,Monday,PC12,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),12:05 PM,12,1:06 PM,61
FD423,6/07/2022,Wednesday,B350,Mount Isa (ISA / YBMA),Hughenden (HGD / YHUG),4:12 PM,16,5:14 PM,62
FD425,12/07/2022,Tuesday,BE20,Gladstone (GLT / YGLA),Brisbane (BNE / YBBN),8:59 AM,8,10:01 AM,62
FD427,17/07/2022,Sunday,B350,Rockhampton (ROK / YBRK),Brisbane (BNE / YBBN),11:00 PM,23,12:02 AM,62
FD449,10/07/2022,Sunday,B350,Blackall (BKQ / YBCK),Rockhampton (ROK / YBRK),11:32 AM,11,12:34 PM,62
FD467,10/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Maungindi (YMGI),7:52 AM,7,8:54 AM,62
FD467,6/07/2022,Wednesday,BE20,Rockhampton (ROK / YBRK),Maroochydore/Sunshine Coast (MCY / YBSU),3:52 PM,15,4:54 PM,62
FD489,11/07/2022,Monday,BE20,Cairns Int'l (CNS / YBCS),Croydon (YCRY),11:03 PM,23,12:05 AM,62
